,timestamp,protocol,port,attack_type,severity,event_type,hour,day_of_week,day,month,attack_type_encoded,event_type_encoded,protocol_encoded,severity_rolling_avg,lag_1_attack_type,lag_2_attack_type
2265,2025-04-22 02:29:57.053741,UDP,7510,Normal,2.7,Suspicious Traffic,2,1,22,4,3,5,2,3.873333333333337,3.0,4.0
2266,2025-04-22 11:19:04.053741,UDP,5154,Malware,6.96,Port Scan,11,1,22,4,2,4,2,3.91666666666667,3.0,3.0
2267,2025-04-21 18:19:32.053741,ICMP,325,Normal,0.97,Exploit Attempt,18,0,21,4,3,0,0,3.543333333333337,2.0,3.0
2268,2025-04-21 23:22:06.053741,ICMP,5682,Phishing,9.76,Port Scan,23,0,21,4,4,4,0,5.896666666666671,3.0,2.0
2269,2025-04-22 17:39:05.053741,ICMP,3793,Normal,2.3,Normal Activity,17,1,22,4,3,3,0,4.343333333333336,4.0,3.0
2270,2025-04-21 17:04:22.053741,ICMP,2585,Brute Force,9.86,Suspicious Traffic,17,0,21,4,0,5,0,7.306666666666669,3.0,4.0
2271,2025-04-22 20:12:03.053741,UDP,1864,Normal,0.05,Normal Activity,20,1,22,4,3,3,2,4.070000000000003,0.0,3.0
2272,2025-04-22 15:09:58.053741,TCP,7335,DDoS,8.49,Normal Activity,15,1,22,4,1,3,1,6.133333333333337,3.0,0.0
2273,2025-04-22 07:36:05.053741,ICMP,7188,Normal,1.73,Login,7,1,22,4,3,2,0,3.4233333333333373,1.0,3.0
2274,2025-04-22 21:30:24.053741,ICMP,2100,Normal,2.76,File Transfer,21,1,22,4,3,1,0,4.326666666666671,3.0,1.0
2275,2025-04-21 21:30:27.053741,UDP,4765,Normal,1.23,Exploit Attempt,21,0,21,4,3,0,2,1.90666666666667,3.0,3.0
2276,2025-04-22 02:34:10.053741,ICMP,4854,Normal,0.9,Port Scan,2,1,22,4,3,4,0,1.6300000000000034,3.0,3.0
2277,2025-04-21 22:08:54.053741,TCP,287,Normal,1.13,Login,22,0,21,4,3,2,1,1.0866666666666702,3.0,3.0
2278,2025-04-22 18:24:06.053741,ICMP,6773,Phishing,6.6,Suspicious Traffic,18,1,22,4,4,5,0,2.87666666666667,3.0,3.0
2279,2025-04-22 20:56:50.053741,TCP,5486,Phishing,8.17,Port Scan,20,1,22,4,4,4,1,5.300000000000003,4.0,3.0
2280,2025-04-21 13:17:42.053741,TCP,5124,DDoS,9.16,Suspicious Traffic,13,0,21,4,1,5,1,7.97666666666667,4.0,4.0
2281,2025-04-22 15:54:26.053741,ICMP,1887,DDoS,6.27,Normal Activity,15,1,22,4,1,3,0,7.866666666666671,1.0,4.0
2282,2025-04-22 12:45:00.053741,ICMP,4787,Normal,2.06,Exploit Attempt,12,1,22,4,3,0,0,5.830000000000003,1.0,1.0
2283,2025-04-22 03:14:54.053741,UDP,2865,Normal,2.55,Normal Activity,3,1,22,4,3,3,2,3.62666666666667,3.0,1.0
2284,2025-04-21 17:44:18.053741,TCP,1056,Normal,0.82,Port Scan,17,0,21,4,3,4,1,1.8100000000000034,3.0,3.0
2285,2025-04-22 13:25:02.053741,TCP,3058,Normal,0.33,Login,13,1,22,4,3,2,1,1.2333333333333367,3.0,3.0
2286,2025-04-22 01:21:48.053741,UDP,3052,Normal,2.0,Normal Activity,1,1,22,4,3,3,2,1.0500000000000036,3.0,3.0
2287,2025-04-22 12:10:08.053741,ICMP,432,Normal,0.59,Login,12,1,22,4,3,2,0,0.9733333333333368,3.0,3.0
2288,2025-04-22 22:59:02.053741,ICMP,1391,Normal,0.83,Login,22,1,22,4,3,2,0,1.1400000000000035,3.0,3.0
2289,2025-04-22 18:32:54.053741,TCP,276,Normal,2.49,Login,18,1,22,4,3,2,1,1.303333333333337,3.0,3.0
2290,2025-04-21 15:50:42.053741,TCP,7792,Normal,2.03,Port Scan,15,0,21,4,3,4,1,1.7833333333333368,3.0,3.0
2291,2025-04-22 00:07:11.053741,ICMP,7662,Normal,0.09,Exploit Attempt,0,1,22,4,3,0,0,1.5366666666666704,3.0,3.0
2292,2025-04-21 20:56:30.053741,ICMP,7216,Phishing,6.97,File Transfer,20,0,21,4,4,1,0,3.0300000000000034,3.0,3.0
2293,2025-04-22 08:24:38.053741,UDP,7890,Malware,8.14,File Transfer,8,1,22,4,2,1,2,5.066666666666671,4.0,3.0
2294,2025-04-22 05:14:00.053741,TCP,975,Brute Force,7.44,Exploit Attempt,5,1,22,4,0,0,1,7.51666666666667,2.0,4.0
2295,2025-04-22 14:48:12.053741,ICMP,6356,Normal,0.98,Exploit Attempt,14,1,22,4,3,0,0,5.520000000000004,0.0,2.0
2296,2025-04-22 18:00:14.053741,ICMP,5534,Normal,2.28,Normal Activity,18,1,22,4,3,3,0,3.56666666666667,3.0,0.0
2297,2025-04-22 13:33:02.053741,ICMP,5008,Normal,0.82,Normal Activity,13,1,22,4,3,3,0,1.3600000000000037,3.0,3.0
2298,2025-04-22 18:40:06.053741,TCP,5015,Normal,2.14,Suspicious Traffic,18,1,22,4,3,5,1,1.7466666666666704,3.0,3.0
2299,2025-04-22 07:49:31.053741,ICMP,882,Normal,2.07,Login,7,1,22,4,3,2,0,1.67666666666667,3.0,3.0
2300,2025-04-22 09:06:42.053741,ICMP,7168,Normal,2.24,Login,9,1,22,4,3,2,0,2.1500000000000035,3.0,3.0
2301,2025-04-21 16:30:09.053741,ICMP,5028,Normal,1.36,File Transfer,16,0,21,4,3,1,0,1.8900000000000035,3.0,3.0
2302,2025-04-21 21:37:12.053741,TCP,1348,DDoS,7.49,Exploit Attempt,21,0,21,4,1,0,1,3.6966666666666703,3.0,3.0
2303,2025-04-22 21:56:01.053741,ICMP,6068,Phishing,6.37,Suspicious Traffic,21,1,22,4,4,5,0,5.073333333333337,1.0,3.0
2304,2025-04-21 22:54:30.053741,UDP,5420,Reconnaissance,6.59,Suspicious Traffic,22,0,21,4,5,5,2,6.81666666666667,4.0,1.0
2305,2025-04-22 05:18:57.053741,ICMP,1752,Normal,2.74,Normal Activity,5,1,22,4,3,3,0,5.233333333333337,5.0,4.0
2306,2025-04-22 21:58:40.053741,TCP,1086,Brute Force,7.07,Exploit Attempt,21,1,22,4,0,0,1,5.4666666666666694,3.0,5.0
2307,2025-04-22 04:41:24.053741,TCP,5012,Normal,2.04,Login,4,1,22,4,3,2,1,3.9500000000000033,0.0,3.0
2308,2025-04-22 21:21:58.053741,TCP,2236,Normal,2.35,Exploit Attempt,21,1,22,4,3,0,1,3.8200000000000034,3.0,0.0
2309,2025-04-21 20:21:59.053741,UDP,5466,Normal,2.54,File Transfer,20,0,21,4,3,1,2,2.3100000000000036,3.0,3.0
2310,2025-04-22 17:32:42.053741,ICMP,7140,Normal,2.7,Normal Activity,17,1,22,4,3,3,0,2.5300000000000034,3.0,3.0
2311,2025-04-21 23:35:00.053741,ICMP,2528,Normal,1.58,File Transfer,23,0,21,4,3,1,0,2.273333333333337,3.0,3.0
2312,2025-04-22 20:46:54.053741,ICMP,2114,Normal,1.56,File Transfer,20,1,22,4,3,1,0,1.9466666666666699,3.0,3.0
2313,2025-04-22 16:17:54.053741,TCP,6965,Normal,0.85,Exploit Attempt,16,1,22,4,3,0,1,1.3300000000000034,3.0,3.0
2314,2025-04-22 07:57:16.053741,TCP,2317,Normal,2.23,Normal Activity,7,1,22,4,3,3,1,1.5466666666666697,3.0,3.0
2315,2025-04-21 21:01:52.053741,ICMP,7642,Normal,0.1,Suspicious Traffic,21,0,21,4,3,5,0,1.0600000000000034,3.0,3.0
2316,2025-04-23 00:03:18.053741,ICMP,794,Normal,2.72,Suspicious Traffic,0,2,23,4,3,5,0,1.6833333333333365,3.0,3.0
2317,2025-04-21 22:19:34.053741,ICMP,3970,Normal,1.08,Suspicious Traffic,22,0,21,4,3,5,0,1.3000000000000034,3.0,3.0
2318,2025-04-22 07:59:20.053741,TCP,7504,Normal,0.02,File Transfer,7,1,22,4,3,1,1,1.2733333333333368,3.0,3.0
2319,2025-04-22 19:35:33.053741,TCP,25,Reconnaissance,8.89,Login,19,1,22,4,5,2,1,3.3300000000000036,3.0,3.0
2320,2025-04-22 12:31:02.053741,TCP,6795,Normal,1.56,File Transfer,12,1,22,4,3,1,1,3.4900000000000038,5.0,3.0
2321,2025-04-22 13:49:02.053741,UDP,7615,Brute Force,8.89,File Transfer,13,1,22,4,0,1,2,6.44666666666667,3.0,5.0
2322,2025-04-21 19:07:24.053741,UDP,5661,Normal,2.97,Suspicious Traffic,19,0,21,4,3,5,2,4.473333333333337,0.0,3.0
2323,2025-04-22 11:54:13.053741,ICMP,641,Malware,7.64,Login,11,1,22,4,2,2,0,6.5000000000000036,3.0,0.0
2324,2025-04-21 19:07:46.053741,UDP,5720,Malware,9.39,File Transfer,19,0,21,4,2,1,2,6.6666666666666705,2.0,3.0
2325,2025-04-22 20:19:12.053741,UDP,7257,Normal,2.94,Login,20,1,22,4,3,2,2,6.656666666666671,2.0,2.0
2326,2025-04-21 17:50:36.053741,TCP,6008,Normal,1.76,Port Scan,17,0,21,4,3,4,1,4.69666666666667,3.0,2.0
2327,2025-04-22 14:31:49.053741,ICMP,5647,Normal,1.95,File Transfer,14,1,22,4,3,1,0,2.2166666666666703,3.0,3.0
2328,2025-04-22 22:56:54.053741,TCP,3878,Normal,2.6,Port Scan,22,1,22,4,3,4,1,2.103333333333337,3.0,3.0
2329,2025-04-21 13:58:09.053741,TCP,1392,Normal,2.79,Suspicious Traffic,13,0,21,4,3,5,1,2.4466666666666703,3.0,3.0
2330,2025-04-22 08:44:22.053741,UDP,3843,DDoS,7.5,Port Scan,8,1,22,4,1,4,2,4.29666666666667,3.0,3.0
2331,2025-04-22 11:59:09.053741,ICMP,676,Normal,2.51,Port Scan,11,1,22,4,3,4,0,4.26666666666667,1.0,3.0
2332,2025-04-21 23:02:26.053741,TCP,5848,Normal,1.21,Suspicious Traffic,23,0,21,4,3,5,1,3.7400000000000033,3.0,1.0
2333,2025-04-21 17:51:39.053741,ICMP,716,Normal,2.12,Exploit Attempt,17,0,21,4,3,0,0,1.9466666666666699,3.0,3.0
2334,2025-04-22 22:23:24.053741,UDP,7925,DDoS,7.02,Suspicious Traffic,22,1,22,4,1,5,2,3.450000000000003,3.0,3.0
2335,2025-04-22 07:29:12.053741,UDP,1444,Normal,2.63,Port Scan,7,1,22,4,3,4,2,3.923333333333336,1.0,3.0
2336,2025-04-22 12:41:10.053741,ICMP,6729,Normal,1.69,Port Scan,12,1,22,4,3,4,0,3.780000000000003,3.0,1.0
2337,2025-04-22 02:18:36.053741,ICMP,1849,Normal,1.65,Login,2,1,22,4,3,2,0,1.990000000000003,3.0,3.0
2338,2025-04-22 21:47:58.053741,ICMP,2412,Normal,2.64,Normal Activity,21,1,22,4,3,3,0,1.9933333333333365,3.0,3.0
2339,2025-04-22 22:27:49.053741,UDP,563,Normal,0.61,Login,22,1,22,4,3,2,2,1.6333333333333366,3.0,3.0
2340,2025-04-21 18:31:42.053741,TCP,4971,Normal,1.6,Exploit Attempt,18,0,21,4,3,0,1,1.61666666666667,3.0,3.0
2341,2025-04-22 10:47:17.053741,ICMP,1903,Normal,1.09,Normal Activity,10,1,22,4,3,3,0,1.1000000000000032,3.0,3.0
2342,2025-04-22 04:17:32.053741,UDP,4608,Normal,2.06,Port Scan,4,1,22,4,3,4,2,1.5833333333333368,3.0,3.0
2343,2025-04-22 21:13:15.053741,ICMP,5558,Normal,1.61,Login,21,1,22,4,3,2,0,1.5866666666666702,3.0,3.0
2344,2025-04-21 22:26:46.053741,ICMP,731,Normal,0.39,Login,22,0,21,4,3,2,0,1.3533333333333368,3.0,3.0
2345,2025-04-23 01:48:32.053741,UDP,1922,Normal,0.35,Suspicious Traffic,1,2,23,4,3,5,2,0.7833333333333367,3.0,3.0
2346,2025-04-21 23:45:30.053741,UDP,123,Malware,8.36,Normal Activity,23,0,21,4,2,3,2,3.0333333333333363,3.0,3.0
2347,2025-04-22 09:32:33.053741,ICMP,2563,Normal,0.63,Exploit Attempt,9,1,22,4,3,0,0,3.1133333333333364,2.0,3.0
2348,2025-04-22 18:01:50.053741,ICMP,5305,Normal,2.94,Exploit Attempt,18,1,22,4,3,0,0,3.9766666666666697,3.0,2.0
2349,2025-04-23 01:13:15.053741,UDP,4924,Brute Force,7.49,File Transfer,1,2,23,4,0,1,2,3.6866666666666696,3.0,3.0
2350,2025-04-21 17:54:12.053741,ICMP,2304,Normal,0.27,Login,17,0,21,4,3,2,0,3.5666666666666695,0.0,3.0
2351,2025-04-22 18:04:08.053741,ICMP,7753,Phishing,9.68,Login,18,1,22,4,4,2,0,5.813333333333336,3.0,0.0
2352,2025-04-21 19:12:54.053741,UDP,1039,DDoS,8.36,Exploit Attempt,19,0,21,4,1,0,2,6.103333333333336,4.0,3.0
2353,2025-04-21 15:57:00.053741,UDP,5480,Normal,2.94,File Transfer,15,0,21,4,3,1,2,6.993333333333336,1.0,4.0
2354,2025-04-22 14:50:16.053741,ICMP,5982,Normal,2.32,Suspicious Traffic,14,1,22,4,3,5,0,4.540000000000003,3.0,1.0
2355,2025-04-23 00:39:42.053741,ICMP,7054,Normal,2.29,File Transfer,0,2,23,4,3,1,0,2.5166666666666697,3.0,3.0
2356,2025-04-22 02:25:34.053741,TCP,6769,Normal,2.08,Exploit Attempt,2,1,22,4,3,0,1,2.2300000000000026,3.0,3.0
2357,2025-04-22 00:28:05.053741,TCP,7651,Normal,2.51,Login,0,1,22,4,3,2,1,2.293333333333336,3.0,3.0
2358,2025-04-21 14:38:54.053741,TCP,7006,Normal,2.13,File Transfer,14,0,21,4,3,1,1,2.240000000000003,3.0,3.0
2359,2025-04-22 10:18:28.053741,ICMP,4348,Normal,2.47,Exploit Attempt,10,1,22,4,3,0,0,2.3700000000000028,3.0,3.0
2360,2025-04-22 09:00:22.053741,ICMP,22,Normal,0.81,File Transfer,9,1,22,4,3,1,0,1.8033333333333363,3.0,3.0
2361,2025-04-21 16:37:09.053741,ICMP,6265,Normal,0.74,Port Scan,16,0,21,4,3,4,0,1.3400000000000032,3.0,3.0
2362,2025-04-21 17:16:38.053741,UDP,7903,Normal,0.22,Suspicious Traffic,17,0,21,4,3,5,2,0.590000000000003,3.0,3.0
2363,2025-04-22 17:33:57.053741,ICMP,4332,Normal,1.58,File Transfer,17,1,22,4,3,1,0,0.8466666666666697,3.0,3.0
2364,2025-04-22 03:07:54.053741,ICMP,7634,Brute Force,7.03,Normal Activity,3,1,22,4,0,3,0,2.9433333333333365,3.0,3.0
2365,2025-04-22 16:16:37.053741,TCP,3716,Normal,1.84,Exploit Attempt,16,1,22,4,3,0,1,3.483333333333336,0.0,3.0
2366,2025-04-22 21:32:48.053741,TCP,6196,Reconnaissance,8.03,Suspicious Traffic,21,1,22,4,5,5,1,5.6333333333333355,3.0,0.0
2367,2025-04-22 13:00:48.053741,TCP,469,Malware,8.67,Port Scan,13,1,22,4,2,4,1,6.180000000000002,5.0,3.0
2368,2025-04-22 02:29:58.053741,UDP,6689,Reconnaissance,7.79,Normal Activity,2,1,22,4,5,3,2,8.163333333333336,2.0,5.0
2369,2025-04-23 02:51:13.053741,ICMP,7986,Normal,2.87,File Transfer,2,2,23,4,3,1,0,6.443333333333335,5.0,2.0
2370,2025-04-22 20:17:12.053741,UDP,5022,Normal,1.05,Normal Activity,20,1,22,4,3,3,2,3.9033333333333364,3.0,5.0
2371,2025-04-21 13:20:44.053741,ICMP,352,Normal,1.0,Exploit Attempt,13,0,21,4,3,0,0,1.640000000000003,3.0,3.0
2372,2025-04-22 08:27:14.053741,UDP,3827,Normal,1.67,Port Scan,8,1,22,4,3,4,2,1.2400000000000029,3.0,3.0
2373,2025-04-22 22:18:18.053741,UDP,4061,Normal,2.18,File Transfer,22,1,22,4,3,1,2,1.6166666666666698,3.0,3.0
2374,2025-04-22 15:03:56.053741,TCP,2528,Normal,2.61,Normal Activity,15,1,22,4,3,3,1,2.1533333333333364,3.0,3.0
2375,2025-04-22 19:02:07.053741,ICMP,7902,Normal,0.16,File Transfer,19,1,22,4,3,1,0,1.650000000000003,3.0,3.0
2376,2025-04-22 11:47:18.053741,TCP,7795,Normal,2.43,Login,11,1,22,4,3,2,1,1.7333333333333363,3.0,3.0
2377,2025-04-21 18:37:52.053741,UDP,145,Malware,7.76,Suspicious Traffic,18,0,21,4,2,5,2,3.450000000000003,3.0,3.0
2378,2025-04-22 05:12:10.053741,ICMP,2297,Normal,1.73,Exploit Attempt,5,1,22,4,3,0,0,3.9733333333333363,2.0,3.0
2379,2025-04-22 09:50:09.053741,ICMP,3409,Normal,2.47,File Transfer,9,1,22,4,3,1,0,3.9866666666666695,3.0,2.0
2380,2025-04-23 01:42:42.053741,ICMP,2229,Normal,0.42,Suspicious Traffic,1,2,23,4,3,5,0,1.540000000000003,3.0,3.0
2381,2025-04-21 14:00:45.053741,ICMP,2802,Normal,0.47,Login,14,0,21,4,3,2,0,1.120000000000003,3.0,3.0
2382,2025-04-22 07:52:42.053741,ICMP,2938,Normal,1.52,Exploit Attempt,7,1,22,4,3,0,0,0.8033333333333363,3.0,3.0
2383,2025-04-22 11:51:30.053741,ICMP,6761,Normal,0.06,File Transfer,11,1,22,4,3,1,0,0.6833333333333362,3.0,3.0
2384,2025-04-22 21:08:22.053741,ICMP,2561,Brute Force,7.73,Login,21,1,22,4,0,2,0,3.1033333333333366,3.0,3.0
2385,2025-04-22 03:55:42.053741,TCP,421,Normal,1.95,Exploit Attempt,3,1,22,4,3,0,1,3.2466666666666697,0.0,3.0
2386,2025-04-22 09:14:14.053741,TCP,6736,Brute Force,9.6,Login,9,1,22,4,0,2,1,6.426666666666669,3.0,0.0
2387,2025-04-21 13:21:16.053741,UDP,1935,Normal,2.79,Normal Activity,13,0,21,4,3,3,2,4.780000000000002,0.0,3.0
2388,2025-04-21 12:41:30.053741,UDP,762,Normal,0.56,Exploit Attempt,12,0,21,4,3,0,2,4.316666666666669,3.0,0.0
2389,2025-04-22 03:57:18.053741,ICMP,3641,Normal,1.27,Port Scan,3,1,22,4,3,4,0,1.540000000000003,3.0,3.0
2390,2025-04-23 01:52:12.053741,TCP,7424,Normal,2.51,Normal Activity,1,2,23,4,3,3,1,1.4466666666666697,3.0,3.0
2391,2025-04-21 15:20:57.053741,UDP,5970,Reconnaissance,9.88,File Transfer,15,0,21,4,5,1,2,4.553333333333336,3.0,3.0
2392,2025-04-23 03:13:50.053741,UDP,1615,Normal,0.22,Login,3,2,23,4,3,2,2,4.203333333333337,5.0,3.0
2393,2025-04-22 16:36:41.053741,UDP,3973,Reconnaissance,9.87,Port Scan,16,1,22,4,5,4,2,6.65666666666667,3.0,5.0
2394,2025-04-22 13:17:54.053741,UDP,6004,Normal,2.71,Port Scan,13,1,22,4,3,4,2,4.266666666666669,5.0,3.0
2395,2025-04-22 15:18:17.053741,UDP,4726,Normal,1.94,Login,15,1,22,4,3,2,2,4.8400000000000025,3.0,5.0
2396,2025-04-22 12:39:14.053741,TCP,1079,Normal,0.06,Suspicious Traffic,12,1,22,4,3,5,1,1.570000000000003,3.0,3.0
2397,2025-04-21 18:41:12.053741,ICMP,633,Normal,0.16,Port Scan,18,0,21,4,3,4,0,0.720000000000003,3.0,3.0
2398,2025-04-21 14:01:36.053741,TCP,1452,Normal,0.57,Exploit Attempt,14,0,21,4,3,0,1,0.26333333333333625,3.0,3.0
2399,2025-04-22 02:41:20.053741,UDP,4241,Malware,6.27,Normal Activity,2,1,22,4,2,3,2,2.333333333333336,3.0,3.0
2400,2025-04-22 15:21:42.053741,TCP,5566,Normal,0.84,File Transfer,15,1,22,4,3,1,1,2.5600000000000027,2.0,3.0
2401,2025-04-22 15:22:23.053741,UDP,5778,Phishing,9.23,Normal Activity,15,1,22,4,4,3,2,5.44666666666667,3.0,2.0
2402,2025-04-22 01:22:22.053741,TCP,665,Normal,2.34,Normal Activity,1,1,22,4,3,3,1,4.136666666666669,4.0,3.0
2403,2025-04-21 14:41:54.053741,TCP,2894,Normal,0.59,File Transfer,14,0,21,4,3,1,1,4.053333333333336,3.0,4.0
2404,2025-04-21 13:21:50.053741,ICMP,6337,Normal,2.24,Login,13,0,21,4,3,2,0,1.7233333333333363,3.0,3.0
2405,2025-04-22 14:04:57.053741,UDP,6645,Normal,0.54,Normal Activity,14,1,22,4,3,3,2,1.1233333333333364,3.0,3.0
2406,2025-04-22 18:46:18.053741,TCP,3530,Malware,8.95,Port Scan,18,1,22,4,2,4,1,3.9100000000000024,3.0,3.0
2407,2025-04-22 10:45:40.053741,TCP,3441,Normal,2.67,Suspicious Traffic,10,1,22,4,3,5,1,4.0533333333333355,2.0,3.0
2408,2025-04-22 01:24:22.053741,UDP,5126,Normal,0.75,Suspicious Traffic,1,1,22,4,3,5,2,4.123333333333336,3.0,2.0
2409,2025-04-22 02:45:00.053741,ICMP,1649,Normal,1.35,Login,2,1,22,4,3,2,0,1.5900000000000027,3.0,3.0
2410,2025-04-21 23:24:32.053741,UDP,2438,DDoS,9.7,Port Scan,23,0,21,4,1,4,2,3.933333333333336,3.0,3.0
2411,2025-04-22 03:25:55.053741,ICMP,5975,Normal,2.05,Exploit Attempt,3,1,22,4,3,0,0,4.36666666666667,1.0,3.0
2412,2025-04-22 23:32:18.053741,ICMP,3161,Normal,2.46,Login,23,1,22,4,3,2,0,4.736666666666669,3.0,1.0
2413,2025-04-21 21:24:44.053741,TCP,6678,Normal,0.92,Normal Activity,21,0,21,4,3,3,1,1.810000000000003,3.0,3.0
2414,2025-04-21 14:02:24.053741,TCP,5272,Normal,2.89,Port Scan,14,0,21,4,3,4,1,2.090000000000003,3.0,3.0
2415,2025-04-21 15:22:57.053741,UDP,7741,Normal,2.93,Normal Activity,15,0,21,4,3,3,2,2.2466666666666697,3.0,3.0
2416,2025-04-22 09:30:14.053741,UDP,3622,Normal,2.73,Exploit Attempt,9,1,22,4,3,0,2,2.850000000000003,3.0,3.0
2417,2025-04-22 10:51:20.053741,UDP,6441,DDoS,8.64,Suspicious Traffic,10,1,22,4,1,5,2,4.76666666666667,3.0,3.0
2418,2025-04-23 04:19:42.053741,UDP,3094,DDoS,7.05,File Transfer,4,2,23,4,1,1,2,6.140000000000003,1.0,3.0
2419,2025-04-22 12:53:25.053741,UDP,7264,Normal,2.58,Port Scan,12,1,22,4,3,4,2,6.090000000000003,1.0,1.0
2420,2025-04-22 06:51:02.053741,TCP,7810,Malware,9.66,Normal Activity,6,1,22,4,2,3,1,6.430000000000003,3.0,1.0
2421,2025-04-22 16:16:24.053741,ICMP,2797,DDoS,9.25,File Transfer,16,1,22,4,1,1,0,7.163333333333337,2.0,3.0
2422,2025-04-22 15:36:44.053741,ICMP,884,Normal,0.48,Normal Activity,15,1,22,4,3,3,0,6.463333333333337,1.0,2.0
2423,2025-04-22 07:32:49.053741,UDP,746,Normal,2.48,Port Scan,7,1,22,4,3,4,2,4.070000000000004,3.0,1.0
2424,2025-04-21 22:48:06.053741,TCP,1453,Normal,1.62,Port Scan,22,0,21,4,3,4,1,1.5266666666666702,3.0,3.0
2425,2025-04-22 04:11:42.053741,UDP,5721,Phishing,8.5,File Transfer,4,1,22,4,4,1,2,4.200000000000004,3.0,3.0
2426,2025-04-21 23:29:04.053741,ICMP,4146,DDoS,6.16,Normal Activity,23,0,21,4,1,3,0,5.42666666666667,4.0,3.0
2427,2025-04-21 14:43:30.053741,ICMP,1713,Normal,1.03,Port Scan,14,0,21,4,3,4,0,5.230000000000003,1.0,4.0
2428,2025-04-22 04:53:22.053741,ICMP,7250,Normal,2.1,Port Scan,4,1,22,4,3,4,0,3.09666666666667,3.0,1.0
2429,2025-04-22 03:32:49.053741,UDP,4789,Normal,1.98,Exploit Attempt,3,1,22,4,3,0,2,1.7033333333333367,3.0,3.0
2430,2025-04-21 22:09:12.053741,TCP,2100,Normal,2.18,Exploit Attempt,22,0,21,4,3,0,1,2.08666666666667,3.0,3.0
2431,2025-04-22 18:24:57.053741,TCP,3834,Normal,0.66,Normal Activity,18,1,22,4,3,3,1,1.6066666666666702,3.0,3.0
2432,2025-04-21 16:04:54.053741,ICMP,7186,Normal,2.06,Login,16,0,21,4,3,2,0,1.633333333333337,3.0,3.0
2433,2025-04-21 16:45:33.053741,ICMP,634,Normal,0.62,Suspicious Traffic,16,0,21,4,3,5,0,1.113333333333337,3.0,3.0
2434,2025-04-22 07:38:08.053741,TCP,3027,Normal,2.09,Suspicious Traffic,7,1,22,4,3,5,1,1.5900000000000034,3.0,3.0
2435,2025-04-23 03:56:07.053741,ICMP,4507,Normal,2.19,Login,3,2,23,4,3,2,0,1.633333333333337,3.0,3.0
2436,2025-04-23 01:14:42.053741,UDP,2349,Malware,8.66,Suspicious Traffic,1,2,23,4,2,5,2,4.313333333333337,3.0,3.0
2437,2025-04-22 18:29:27.053741,TCP,1622,Malware,6.2,Login,18,1,22,4,2,2,1,5.683333333333337,2.0,3.0
2438,2025-04-22 07:40:04.053741,TCP,6233,Normal,0.93,File Transfer,7,1,22,4,3,1,1,5.263333333333338,2.0,2.0
2439,2025-04-22 19:52:15.053741,TCP,500,Normal,0.1,Exploit Attempt,19,1,22,4,3,0,1,2.410000000000004,3.0,2.0
2440,2025-04-21 21:31:02.053741,UDP,508,Normal,0.71,File Transfer,21,0,21,4,3,1,2,0.5800000000000042,3.0,3.0
2441,2025-04-22 14:28:21.053741,ICMP,1303,Normal,2.52,Suspicious Traffic,14,1,22,4,3,5,0,1.110000000000004,3.0,3.0
2442,2025-04-22 07:01:18.053741,UDP,7203,Normal,1.87,Normal Activity,7,1,22,4,3,3,2,1.700000000000004,3.0,3.0
2443,2025-04-22 16:31:48.053741,TCP,2463,Normal,0.09,Login,16,1,22,4,3,2,1,1.4933333333333376,3.0,3.0
2444,2025-04-21 16:46:50.053741,UDP,2234,Normal,0.38,Login,16,0,21,4,3,2,2,0.7800000000000041,3.0,3.0
2445,2025-04-22 05:00:27.053741,ICMP,5610,Normal,2.57,Exploit Attempt,5,1,22,4,3,0,0,1.0133333333333374,3.0,3.0
2446,2025-04-23 00:02:20.053741,UDP,1882,Normal,2.9,Normal Activity,0,2,23,4,3,3,2,1.950000000000004,3.0,3.0
2447,2025-04-21 16:47:11.053741,ICMP,4512,Reconnaissance,6.15,Normal Activity,16,0,21,4,5,3,0,3.873333333333337,3.0,3.0
2448,2025-04-23 04:49:42.053741,TCP,6173,Normal,1.88,File Transfer,4,2,23,4,3,1,1,3.6433333333333375,5.0,3.0
2449,2025-04-21 20:11:30.053741,TCP,117,Reconnaissance,7.25,Login,20,0,21,4,5,2,1,5.093333333333337,3.0,5.0
2450,2025-04-21 14:04:12.053741,TCP,899,Normal,2.84,Exploit Attempt,14,0,21,4,3,0,1,3.9900000000000038,5.0,3.0
2451,2025-04-22 11:10:36.053741,UDP,58,DDoS,9.36,Login,11,1,22,4,1,2,2,6.483333333333337,3.0,5.0
2452,2025-04-21 16:47:46.053741,UDP,4447,Normal,2.62,Exploit Attempt,16,0,21,4,3,0,2,4.940000000000004,1.0,3.0
2453,2025-04-21 22:14:57.053741,UDP,3536,Normal,2.06,Suspicious Traffic,22,0,21,4,3,5,2,4.680000000000003,3.0,1.0
2454,2025-04-22 16:39:30.053741,UDP,7988,Reconnaissance,9.73,Login,16,1,22,4,5,2,2,4.803333333333337,3.0,3.0
2455,2025-04-22 11:12:52.053741,ICMP,5833,DDoS,6.77,Normal Activity,11,1,22,4,1,3,0,6.18666666666667,5.0,3.0
2456,2025-04-22 18:02:46.053741,TCP,4573,Normal,1.79,Normal Activity,18,1,22,4,3,3,1,6.09666666666667,1.0,5.0
2457,2025-04-22 02:21:39.053741,TCP,1630,Normal,0.33,Normal Activity,2,1,22,4,3,3,1,2.9633333333333365,3.0,1.0
