,Unnamed: 0,timestamp,protocol,port,attack_type,severity,event_type,hour,day_of_week,day,month,attack_type_encoded,event_type_encoded,protocol_encoded
1394,1394,2025-04-22 01:58:06.053741,UDP,6853,Normal,0.96,Suspicious Traffic,1,1,22,4,3,5,2
1395,1395,2025-04-22 05:51:12.053741,ICMP,71,Normal,2.25,Exploit Attempt,5,1,22,4,3,0,0
1396,1396,2025-04-22 04:42:10.053741,TCP,6600,Normal,1.5,Port Scan,4,1,22,4,3,4,1
1397,1397,2025-04-22 08:35:43.053741,ICMP,1772,Normal,1.81,Normal Activity,8,1,22,4,3,3,0
1398,1398,2025-04-21 20:34:18.053741,TCP,5806,DDoS,8.46,Exploit Attempt,20,0,21,4,1,0,1
1399,1399,2025-04-22 02:47:44.053741,UDP,93,Normal,1.1,Port Scan,2,1,22,4,3,4,2
1400,1400,2025-04-22 00:28:22.053741,UDP,2206,Normal,2.43,Exploit Attempt,0,1,22,4,3,0,2
1401,1401,2025-04-22 06:42:30.053741,ICMP,1852,Normal,0.75,Port Scan,6,1,22,4,3,4,0
1402,1402,2025-04-21 22:55:58.053741,ICMP,5456,Normal,0.11,Suspicious Traffic,22,0,21,4,3,5,0
1403,1403,2025-04-22 08:17:38.053741,TCP,5684,Normal,2.78,File Transfer,8,1,22,4,3,1,1
1404,1404,2025-04-21 20:36:30.053741,TCP,3730,Normal,2.75,Port Scan,20,0,21,4,3,4,1
1405,1405,2025-04-21 15:55:52.053741,UDP,1064,Brute Force,7.07,Normal Activity,15,0,21,4,0,3,2
1406,1406,2025-04-21 23:44:42.053741,ICMP,6756,Normal,1.85,Normal Activity,23,0,21,4,3,3,0
1407,1407,2025-04-22 06:00:24.053741,TCP,4688,Normal,2.67,Exploit Attempt,6,1,22,4,3,0,1
1408,1408,2025-04-22 09:32:22.053741,TCP,1681,Malware,8.61,Suspicious Traffic,9,1,22,4,2,5,1
1409,1409,2025-04-22 00:09:41.053741,UDP,8030,DDoS,7.49,Suspicious Traffic,0,1,22,4,1,5,2
1410,1410,2025-04-22 01:20:42.053741,TCP,4204,Malware,7.72,Login,1,1,22,4,2,2,1
1411,1411,2025-04-21 15:33:21.053741,ICMP,7771,Malware,6.86,Port Scan,15,0,21,4,2,4,0
1412,1412,2025-04-22 04:53:38.053741,UDP,2440,Normal,1.04,File Transfer,4,1,22,4,3,1,2
1413,1413,2025-04-21 18:42:03.053741,ICMP,2751,Phishing,6.24,Login,18,0,21,4,4,2,0
1414,1414,2025-04-21 22:14:26.053741,UDP,6296,Normal,0.59,Login,22,0,21,4,3,2,2
1415,1415,2025-04-21 16:21:07.053741,UDP,7594,Normal,1.46,Normal Activity,16,0,21,4,3,3,2
1416,1416,2025-04-22 00:13:18.053741,UDP,7251,DDoS,8.32,Normal Activity,0,1,22,4,1,3,2
1417,1417,2025-04-21 21:04:53.053741,ICMP,1031,Normal,2.27,Login,21,0,21,4,3,2,0
1418,1418,2025-04-21 14:23:30.053741,UDP,4647,Normal,0.28,File Transfer,14,0,21,4,3,1,2
1419,1419,2025-04-21 15:58:12.053741,UDP,1872,Phishing,6.95,Normal Activity,15,0,21,4,4,3,2
1420,1420,2025-04-22 01:02:42.053741,UDP,1409,Normal,1.39,File Transfer,1,1,22,4,3,1,2
1421,1421,2025-04-22 05:00:05.053741,TCP,6457,Normal,2.36,Login,5,1,22,4,3,2,1
1422,1422,2025-04-22 00:40:06.053741,TCP,1481,Normal,2.28,Login,0,1,22,4,3,2,1
1423,1423,2025-04-21 17:57:27.053741,UDP,5604,Normal,1.26,Exploit Attempt,17,0,21,4,3,0,2
1424,1424,2025-04-21 17:10:14.053741,UDP,3900,Brute Force,8.42,File Transfer,17,0,21,4,0,1,2
1425,1425,2025-04-22 10:11:42.053741,TCP,1335,Normal,1.43,File Transfer,10,1,22,4,3,1,1
1426,1426,2025-04-22 03:28:36.053741,UDP,1701,Normal,1.22,Normal Activity,3,1,22,4,3,3,2
1427,1427,2025-04-22 03:29:15.053741,TCP,3563,Normal,0.15,Suspicious Traffic,3,1,22,4,3,5,1
1428,1428,2025-04-21 16:47:18.053741,UDP,5153,DDoS,8.2,Exploit Attempt,16,0,21,4,1,0,2
1429,1429,2025-04-21 15:59:52.053741,ICMP,5341,Normal,0.43,File Transfer,15,0,21,4,3,1,0
1430,1430,2025-04-22 03:55:02.053741,ICMP,8037,Normal,1.46,Port Scan,3,1,22,4,3,4,0
1431,1431,2025-04-22 01:56:27.053741,UDP,2049,Normal,1.88,Port Scan,1,1,22,4,3,4,2
1432,1432,2025-04-21 12:49:26.053741,UDP,2853,Reconnaissance,7.22,Login,12,0,21,4,5,2,2
1433,1433,2025-04-22 05:32:34.053741,TCP,3978,DDoS,6.19,File Transfer,5,1,22,4,1,1,1
1434,1434,2025-04-21 12:49:30.053741,TCP,4865,Normal,0.01,Login,12,0,21,4,3,2,1
1435,1435,2025-04-22 11:56:42.053741,ICMP,808,Malware,7.39,Port Scan,11,1,22,4,2,4,0
1436,1436,2025-04-21 15:37:06.053741,UDP,6607,Normal,2.36,Suspicious Traffic,15,0,21,4,3,5,2
1437,1437,2025-04-21 16:25:09.053741,UDP,1645,Normal,2.55,Normal Activity,16,0,21,4,3,3,2
1438,1438,2025-04-21 13:13:36.053741,TCP,3006,Normal,2.17,Login,13,0,21,4,3,2,1
1439,1439,2025-04-21 18:01:27.053741,UDP,3310,Normal,1.25,Suspicious Traffic,18,0,21,4,3,5,2
1440,1440,2025-04-21 20:01:42.053741,ICMP,4885,Normal,0.83,Normal Activity,20,0,21,4,3,3,0
1441,1441,2025-04-22 08:02:32.053741,UDP,159,Normal,2.73,Login,8,1,22,4,3,2,2
1442,1442,2025-04-21 18:50:16.053741,ICMP,3194,Normal,2.36,Normal Activity,18,0,21,4,3,3,0
1443,1443,2025-04-22 06:28:00.053741,TCP,160,Normal,2.95,File Transfer,6,1,22,4,3,1,1
1444,1444,2025-04-21 12:25:46.053741,UDP,7460,Normal,2.87,Login,12,0,21,4,3,2,2
1445,1445,2025-04-21 17:14:47.053741,ICMP,1202,Normal,0.97,Login,17,0,21,4,3,2,0
1446,1446,2025-04-21 16:26:48.053741,UDP,312,Normal,1.92,Exploit Attempt,16,0,21,4,3,0,2
1447,1447,2025-04-22 02:05:47.053741,UDP,1345,DDoS,6.4,Suspicious Traffic,2,1,22,4,1,5,2
1448,1448,2025-04-21 22:29:10.053741,ICMP,1059,DDoS,9.82,Suspicious Traffic,22,0,21,4,1,5,0
1449,1449,2025-04-21 12:25:51.053741,ICMP,6457,Normal,2.99,Normal Activity,12,0,21,4,3,3,0
1450,1450,2025-04-22 04:08:22.053741,TCP,640,Normal,1.57,Exploit Attempt,4,1,22,4,3,0,1
1451,1451,2025-04-22 06:09:57.053741,UDP,1944,Normal,2.0,Suspicious Traffic,6,1,22,4,3,5,2
1452,1452,2025-04-22 08:11:42.053741,UDP,913,Normal,0.46,Login,8,1,22,4,3,2,2
1453,1453,2025-04-22 11:02:03.053741,UDP,1930,Reconnaissance,9.63,Suspicious Traffic,11,1,22,4,5,5,2
1454,1454,2025-04-21 14:27:06.053741,ICMP,6948,Normal,1.89,Port Scan,14,0,21,4,3,4,0
1455,1455,2025-04-22 07:25:42.053741,UDP,5973,Normal,1.46,Normal Activity,7,1,22,4,3,3,2
1456,1456,2025-04-22 06:13:42.053741,TCP,7016,DDoS,9.69,Login,6,1,22,4,1,2,1
1457,1457,2025-04-22 11:30:08.053741,ICMP,2167,Phishing,6.51,Normal Activity,11,1,22,4,4,3,0
1458,1458,2025-04-21 21:44:54.053741,TCP,4984,Normal,0.87,Suspicious Traffic,21,0,21,4,3,5,1
1459,1459,2025-04-22 00:11:12.053741,ICMP,5628,Normal,1.17,Login,0,1,22,4,3,2,0
1460,1460,2025-04-22 05:03:42.053741,TCP,3940,Malware,6.91,File Transfer,5,1,22,4,2,1,1
1461,1461,2025-04-22 01:49:36.053741,UDP,486,Normal,0.9,Port Scan,1,1,22,4,3,4,2
1462,1462,2025-04-21 16:29:44.053741,TCP,4407,Brute Force,9.95,Login,16,0,21,4,0,2,1
1463,1463,2025-04-22 01:50:44.053741,ICMP,5055,Normal,2.33,Exploit Attempt,1,1,22,4,3,0,0
1464,1464,2025-04-22 01:02:30.053741,ICMP,524,Normal,0.95,Suspicious Traffic,1,1,22,4,3,5,0
1465,1465,2025-04-21 16:54:42.053741,TCP,4329,Normal,2.27,Exploit Attempt,16,0,21,4,3,0,1
1466,1466,2025-04-22 06:21:12.053741,ICMP,1470,DDoS,7.98,Suspicious Traffic,6,1,22,4,1,5,0
1467,1467,2025-04-21 15:41:45.053741,TCP,7408,Normal,0.13,Port Scan,15,0,21,4,3,4,1
1468,1468,2025-04-22 04:44:50.053741,UDP,3441,Normal,1.27,Exploit Attempt,4,1,22,4,3,0,2
1469,1469,2025-04-22 01:05:10.053741,UDP,4300,Normal,2.47,Port Scan,1,1,22,4,3,4,2
1470,1470,2025-04-21 15:42:12.053741,ICMP,2110,Normal,0.97,Normal Activity,15,0,21,4,3,3,0
1471,1471,2025-04-21 14:04:17.053741,ICMP,5375,Normal,0.18,Normal Activity,14,0,21,4,3,3,0
1472,1472,2025-04-21 16:56:06.053741,UDP,5579,Normal,3.0,File Transfer,16,0,21,4,3,1,2
1473,1473,2025-04-21 15:18:06.053741,ICMP,1213,DDoS,6.67,Exploit Attempt,15,0,21,4,1,0,0
1474,1474,2025-04-22 02:21:32.053741,UDP,2553,Normal,1.48,Port Scan,2,1,22,4,3,4,2
1475,1475,2025-04-21 21:51:42.053741,TCP,92,Normal,1.07,Suspicious Traffic,21,0,21,4,3,5,1
1476,1476,2025-04-22 10:10:06.053741,UDP,4425,Malware,8.33,Login,10,1,22,4,2,2,2
1477,1477,2025-04-22 10:35:37.053741,TCP,31,DDoS,8.87,Exploit Attempt,10,1,22,4,1,0,1
1478,1478,2025-04-22 05:40:56.053741,ICMP,7845,Brute Force,7.9,Exploit Attempt,5,1,22,4,0,0,0
1479,1479,2025-04-21 13:15:39.053741,UDP,5324,Normal,2.59,Port Scan,13,0,21,4,3,4,2
1480,1480,2025-04-21 22:43:02.053741,UDP,5094,Normal,1.05,Suspicious Traffic,22,0,21,4,3,5,2
1481,1481,2025-04-21 22:43:28.053741,ICMP,2106,Reconnaissance,6.26,Suspicious Traffic,22,0,21,4,5,5,0
1482,1482,2025-04-22 08:36:42.053741,ICMP,5226,DDoS,8.97,Login,8,1,22,4,1,2,0
1483,1483,2025-04-21 23:58:29.053741,UDP,3505,Normal,0.19,Exploit Attempt,23,0,21,4,3,0,2
1484,1484,2025-04-21 23:58:58.053741,TCP,7995,Normal,0.31,Exploit Attempt,23,0,21,4,3,0,1
1485,1485,2025-04-22 09:28:42.053741,TCP,3704,DDoS,6.49,Suspicious Traffic,9,1,22,4,1,5,1
1486,1486,2025-04-22 02:03:46.053741,ICMP,6260,DDoS,9.52,Port Scan,2,1,22,4,1,4,0
1487,1487,2025-04-22 10:44:47.053741,ICMP,3324,Normal,0.61,Suspicious Traffic,10,1,22,4,3,5,0
1488,1488,2025-04-21 19:52:54.053741,UDP,7591,Malware,9.91,File Transfer,19,0,21,4,2,1,2
1489,1489,2025-04-21 14:55:25.053741,TCP,2432,Normal,1.19,Login,14,0,21,4,3,2,1
1490,1490,2025-04-22 10:47:32.053741,UDP,3884,DDoS,6.35,Port Scan,10,1,22,4,1,4,2
1491,1491,2025-04-21 16:10:12.053741,TCP,1904,Normal,0.17,Login,16,0,21,4,3,2,1
1492,1492,2025-04-21 16:35:14.053741,TCP,3333,Normal,0.73,Suspicious Traffic,16,0,21,4,3,5,1
1493,1493,2025-04-22 03:47:16.053741,ICMP,6064,DDoS,6.2,Port Scan,3,1,22,4,1,4,0
1494,1494,2025-04-21 14:56:00.053741,UDP,4767,DDoS,9.36,Login,14,0,21,4,1,2,2
1495,1495,2025-04-21 16:35:47.053741,ICMP,5855,Brute Force,9.83,Login,16,0,21,4,0,2,0
1496,1496,2025-04-21 19:55:26.053741,UDP,6687,Normal,1.97,Normal Activity,19,0,21,4,3,3,2
1497,1497,2025-04-21 13:41:30.053741,TCP,4833,Malware,6.05,Exploit Attempt,13,0,21,4,2,0,1
1498,1498,2025-04-22 05:05:20.053741,TCP,2959,Normal,1.63,Port Scan,5,1,22,4,3,4,1
1499,1499,2025-04-21 19:06:25.053741,ICMP,6290,Normal,2.52,Suspicious Traffic,19,0,21,4,3,5,0
1500,1500,2025-04-21 18:16:42.053741,UDP,2958,Normal,1.35,File Transfer,18,0,21,4,3,1,2
1501,1501,2025-04-22 13:02:42.053741,UDP,7883,Brute Force,7.24,Suspicious Traffic,13,1,22,4,0,5,2
1502,1502,2025-04-22 10:58:32.053741,ICMP,1495,Normal,1.73,Normal Activity,10,1,22,4,3,3,0
1503,1503,2025-04-21 13:41:54.053741,ICMP,1682,Phishing,8.25,Normal Activity,13,0,21,4,4,3,0
1504,1504,2025-04-22 05:09:26.053741,UDP,3251,Normal,1.88,Exploit Attempt,5,1,22,4,3,0,2
1505,1505,2025-04-22 06:50:27.053741,UDP,3549,Normal,0.9,Port Scan,6,1,22,4,3,4,2
1506,1506,2025-04-22 13:07:42.053741,TCP,1117,Normal,1.99,Login,13,1,22,4,3,2,1
1507,1507,2025-04-22 12:43:35.053741,UDP,933,Reconnaissance,6.35,Normal Activity,12,1,22,4,5,3,2
1508,1508,2025-04-21 19:08:58.053741,ICMP,3764,Malware,8.62,Normal Activity,19,0,21,4,2,3,0
1509,1509,2025-04-21 17:03:30.053741,UDP,4506,Normal,1.61,Login,17,0,21,4,3,2,2
1510,1510,2025-04-22 08:34:52.053741,UDP,7424,Normal,2.99,Normal Activity,8,1,22,4,3,3,2
1511,1511,2025-04-22 05:14:13.053741,TCP,6734,Normal,0.96,Exploit Attempt,5,1,22,4,3,0,1
1512,1512,2025-04-21 19:35:18.053741,TCP,5498,Phishing,7.56,Exploit Attempt,19,0,21,4,4,0,1
1513,1513,2025-04-22 00:12:59.053741,UDP,3020,Normal,1.25,Login,0,1,22,4,3,2,2
1514,1514,2025-04-22 04:51:02.053741,UDP,4540,Normal,2.7,Exploit Attempt,4,1,22,4,3,0,2
1515,1515,2025-04-22 13:16:42.053741,UDP,4571,Normal,2.73,Suspicious Traffic,13,1,22,4,3,5,2
1516,1516,2025-04-21 12:26:58.053741,UDP,5224,Normal,1.75,Login,12,0,21,4,3,2,2
1517,1517,2025-04-21 12:52:16.053741,UDP,3222,Normal,0.97,Suspicious Traffic,12,0,21,4,3,5,2
1518,1518,2025-04-21 15:24:06.053741,TCP,3714,Normal,0.27,File Transfer,15,0,21,4,3,1,1
1519,1519,2025-04-22 10:48:48.053741,UDP,2288,Normal,2.43,Port Scan,10,1,22,4,3,4,2
1520,1520,2025-04-21 13:17:42.053741,ICMP,6419,Normal,2.08,Suspicious Traffic,13,0,21,4,3,5,0
1521,1521,2025-04-22 01:07:33.053741,UDP,398,Normal,1.89,Normal Activity,1,1,22,4,3,3,2
1522,1522,2025-04-22 02:49:32.053741,UDP,3431,Normal,2.53,Exploit Attempt,2,1,22,4,3,0,2
1523,1523,2025-04-22 04:31:39.053741,TCP,4051,Normal,2.7,Port Scan,4,1,22,4,3,4,1
1524,1524,2025-04-22 13:00:18.053741,ICMP,2063,Normal,2.38,Login,13,1,22,4,3,2,0
1525,1525,2025-04-22 02:00:27.053741,TCP,1505,Normal,2.83,Normal Activity,2,1,22,4,3,3,1
1526,1526,2025-04-22 00:19:16.053741,ICMP,7465,Normal,0.78,Port Scan,0,1,22,4,3,4,0
1527,1527,2025-04-21 21:47:03.053741,ICMP,3219,DDoS,9.71,Login,21,0,21,4,1,2,0
1528,1528,2025-04-21 14:34:30.053741,ICMP,2733,Normal,1.75,Normal Activity,14,0,21,4,3,3,0
1529,1529,2025-04-22 11:23:17.053741,TCP,625,Normal,2.75,Port Scan,11,1,22,4,3,4,1
1530,1530,2025-04-21 20:06:12.053741,TCP,6106,Phishing,8.84,Login,20,0,21,4,4,2,1
1531,1531,2025-04-22 09:43:03.053741,TCP,6828,Normal,2.25,Port Scan,9,1,22,4,3,4,1
1532,1532,2025-04-22 08:01:46.053741,TCP,5953,Normal,0.43,Normal Activity,8,1,22,4,3,3,1
1533,1533,2025-04-22 03:47:03.053741,ICMP,3440,Reconnaissance,6.06,File Transfer,3,1,22,4,5,1,0
1534,1534,2025-04-21 13:18:24.053741,TCP,5165,Brute Force,7.53,Normal Activity,13,0,21,4,0,3,1
1535,1535,2025-04-22 03:22:42.053741,UDP,5142,Normal,0.25,Login,3,1,22,4,3,2,2
1536,1536,2025-04-22 00:49:42.053741,ICMP,2989,Normal,1.4,File Transfer,0,1,22,4,3,1,0
1537,1537,2025-04-22 12:21:51.053741,UDP,550,Phishing,9.79,Login,12,1,22,4,4,2,2
1538,1538,2025-04-21 19:17:28.053741,ICMP,5609,Normal,0.4,Exploit Attempt,19,0,21,4,3,0,0
1539,1539,2025-04-22 11:06:48.053741,ICMP,1449,Normal,0.78,Port Scan,11,1,22,4,3,4,0
1540,1540,2025-04-22 03:51:22.053741,ICMP,3681,Normal,2.38,File Transfer,3,1,22,4,3,1,0
1541,1541,2025-04-21 17:35:35.053741,UDP,5180,Normal,2.72,Port Scan,17,0,21,4,3,4,2
1542,1542,2025-04-22 09:52:24.053741,UDP,4318,Normal,0.43,File Transfer,9,1,22,4,3,1,2
1543,1543,2025-04-22 02:10:21.053741,TCP,1943,Reconnaissance,6.73,Normal Activity,2,1,22,4,5,3,1
1544,1544,2025-04-21 14:10:22.053741,UDP,4349,Normal,1.05,File Transfer,14,0,21,4,3,1,2
1545,1545,2025-04-22 00:54:12.053741,ICMP,4837,DDoS,8.61,Normal Activity,0,1,22,4,1,3,0
1546,1546,2025-04-22 03:29:18.053741,ICMP,2138,Normal,0.09,Suspicious Traffic,3,1,22,4,3,5,0
1547,1547,2025-04-22 12:57:08.053741,ICMP,2890,Normal,2.31,Suspicious Traffic,12,1,22,4,3,5,0
1548,1548,2025-04-22 05:13:42.053741,TCP,1359,Normal,1.41,Port Scan,5,1,22,4,3,4,1
1549,1549,2025-04-22 04:22:44.053741,ICMP,791,Normal,1.28,Exploit Attempt,4,1,22,4,3,0,0
1550,1550,2025-04-22 06:58:22.053741,TCP,5962,Normal,2.21,Suspicious Traffic,6,1,22,4,3,5,1
1551,1551,2025-04-22 09:08:21.053741,TCP,4048,Normal,2.21,Login,9,1,22,4,3,2,1
1552,1552,2025-04-22 03:32:54.053741,TCP,5128,Normal,1.38,Suspicious Traffic,3,1,22,4,3,5,1
1553,1553,2025-04-21 13:19:21.053741,ICMP,391,Normal,0.94,Exploit Attempt,13,0,21,4,3,0,0
1554,1554,2025-04-21 15:54:48.053741,TCP,1685,DDoS,8.86,Normal Activity,15,0,21,4,1,3,1
1555,1555,2025-04-21 17:38:37.053741,TCP,1483,Normal,0.23,Suspicious Traffic,17,0,21,4,3,5,1
1556,1556,2025-04-22 01:25:38.053741,TCP,4329,DDoS,6.73,Login,1,1,22,4,1,2,1
1557,1557,2025-04-22 11:48:57.053741,TCP,5270,Malware,6.03,Login,11,1,22,4,2,2,1
1558,1558,2025-04-22 03:10:32.053741,TCP,7767,Normal,0.7,Exploit Attempt,3,1,22,4,3,0,1
1559,1559,2025-04-22 01:01:12.053741,ICMP,6369,Normal,1.99,Normal Activity,1,1,22,4,3,3,0
1560,1560,2025-04-21 21:33:42.053741,UDP,6910,Reconnaissance,6.43,Suspicious Traffic,21,0,21,4,5,5,2
1561,1561,2025-04-21 20:16:01.053741,ICMP,3393,Normal,1.15,Exploit Attempt,20,0,21,4,3,0,0
1562,1562,2025-04-21 15:56:00.053741,ICMP,7411,Normal,1.42,Normal Activity,15,0,21,4,3,3,0
1563,1563,2025-04-22 07:33:57.053741,ICMP,4285,Brute Force,7.36,Port Scan,7,1,22,4,0,4,0
1564,1564,2025-04-22 03:40:06.053741,UDP,3586,Normal,1.31,Suspicious Traffic,3,1,22,4,3,5,2
1565,1565,2025-04-21 23:45:57.053741,UDP,6458,Normal,2.25,Exploit Attempt,23,0,21,4,3,0,2
1566,1566,2025-04-21 22:02:00.053741,TCP,4715,Normal,1.04,Suspicious Traffic,22,0,21,4,3,5,1
1567,1567,2025-04-22 12:24:14.053741,ICMP,1648,DDoS,7.46,Login,12,1,22,4,1,2,0
1568,1568,2025-04-22 10:40:38.053741,ICMP,5997,DDoS,8.8,Port Scan,10,1,22,4,1,4,0
1569,1569,2025-04-22 01:06:12.053741,TCP,7428,Normal,1.46,Suspicious Traffic,1,1,22,4,3,5,1
1570,1570,2025-04-22 13:45:32.053741,TCP,1418,Malware,6.0,File Transfer,13,1,22,4,2,1,1
1571,1571,2025-04-21 17:42:05.053741,UDP,5917,Brute Force,7.98,Port Scan,17,0,21,4,0,4,2
1572,1572,2025-04-22 06:22:06.053741,TCP,4046,Normal,1.49,Exploit Attempt,6,1,22,4,3,0,1
1573,1573,2025-04-21 14:39:00.053741,UDP,2747,Normal,3.0,File Transfer,14,0,21,4,3,1,2
1574,1574,2025-04-22 14:15:42.053741,ICMP,3224,Phishing,9.05,Normal Activity,14,1,22,4,4,3,0
1575,1575,2025-04-21 22:05:27.053741,UDP,3513,Normal,0.8,Login,22,0,21,4,3,2,2
1576,1576,2025-04-21 17:43:10.053741,ICMP,6943,DDoS,7.79,Exploit Attempt,17,0,21,4,1,0,0
1577,1577,2025-04-21 15:05:41.053741,TCP,5394,Reconnaissance,8.38,Login,15,0,21,4,5,2,1
1578,1578,2025-04-22 01:10:42.053741,TCP,1002,Brute Force,6.88,Login,1,1,22,4,0,2,1
1579,1579,2025-04-21 13:20:39.053741,TCP,4615,Normal,1.01,File Transfer,13,0,21,4,3,1,1
1580,1580,2025-04-22 11:17:22.053741,ICMP,3432,Normal,1.12,Normal Activity,11,1,22,4,3,3,0
1581,1581,2025-04-21 15:58:51.053741,UDP,4433,DDoS,8.65,Normal Activity,15,0,21,4,1,3,2
1582,1582,2025-04-22 12:11:52.053741,TCP,4623,Normal,2.71,Login,12,1,22,4,3,2,1
1583,1583,2025-04-21 14:13:37.053741,TCP,3988,DDoS,6.83,Login,14,0,21,4,1,2,1
1584,1584,2025-04-21 17:44:54.053741,ICMP,6086,Normal,1.46,Exploit Attempt,17,0,21,4,3,0,0
1585,1585,2025-04-21 23:54:57.053741,UDP,7881,Normal,0.71,Suspicious Traffic,23,0,21,4,3,5,2
1586,1586,2025-04-21 13:21:00.053741,UDP,666,Normal,2.63,File Transfer,13,0,21,4,3,1,2
1587,1587,2025-04-22 08:18:24.053741,TCP,6159,Normal,1.65,Normal Activity,8,1,22,4,3,3,1
1588,1588,2025-04-22 04:20:58.053741,TCP,2987,DDoS,8.82,Exploit Attempt,4,1,22,4,1,0,1
1589,1589,2025-04-22 11:51:48.053741,ICMP,6325,Normal,2.97,Login,11,1,22,4,3,2,0
1590,1590,2025-04-21 17:46:12.053741,ICMP,873,Normal,1.49,Login,17,0,21,4,3,2,0
1591,1591,2025-04-21 20:25:31.053741,TCP,3412,Normal,0.93,Login,20,0,21,4,3,2,1
1592,1592,2025-04-22 13:40:38.053741,ICMP,4919,Normal,1.95,Login,13,1,22,4,3,2,0
1593,1593,2025-04-22 05:17:09.053741,TCP,927,Normal,1.18,File Transfer,5,1,22,4,3,1,1
1594,1594,2025-04-22 06:10:56.053741,ICMP,5617,Normal,0.11,File Transfer,6,1,22,4,3,1,0
1595,1595,2025-04-22 08:51:07.053741,UDP,5780,Malware,8.77,Suspicious Traffic,8,1,22,4,2,5,2
1596,1596,2025-04-21 19:07:18.053741,TCP,7448,Brute Force,8.76,Exploit Attempt,19,0,21,4,0,0,1
1597,1597,2025-04-22 04:26:31.053741,TCP,2541,Normal,1.53,Login,4,1,22,4,3,2,1
1598,1598,2025-04-22 07:33:34.053741,TCP,3635,Brute Force,9.1,Suspicious Traffic,7,1,22,4,0,5,1
1599,1599,2025-04-22 09:20:54.053741,ICMP,4634,Normal,2.66,Suspicious Traffic,9,1,22,4,3,5,0
1600,1600,2025-04-22 08:28:22.053741,ICMP,4572,Normal,2.06,File Transfer,8,1,22,4,3,1,0
1601,1601,2025-04-22 03:35:37.053741,UDP,2908,Normal,2.57,Suspicious Traffic,3,1,22,4,3,5,2
1602,1602,2025-04-22 06:43:06.053741,UDP,7415,Phishing,7.17,File Transfer,6,1,22,4,4,1,2
1603,1603,2025-04-22 00:29:46.053741,TCP,443,Normal,2.12,Exploit Attempt,0,1,22,4,3,0,1
1604,1604,2025-04-21 22:16:34.053741,ICMP,5469,Normal,1.15,Port Scan,22,0,21,4,3,4,0
1605,1605,2025-04-22 00:57:27.053741,UDP,714,Normal,0.97,Normal Activity,0,1,22,4,3,3,2
1606,1606,2025-04-22 14:20:56.053741,UDP,6355,Normal,0.13,Exploit Attempt,14,1,22,4,3,0,2
1607,1607,2025-04-22 08:06:57.053741,UDP,2764,Normal,2.27,Exploit Attempt,8,1,22,4,3,0,2
1608,1608,2025-04-22 03:12:54.053741,TCP,1160,Normal,2.2,Login,3,1,22,4,3,2,1
1609,1609,2025-04-21 13:48:58.053741,ICMP,5958,Normal,2.58,Normal Activity,13,0,21,4,3,3,0
1610,1610,2025-04-21 14:15:52.053741,TCP,4791,Normal,2.06,Login,14,0,21,4,3,2,1
1611,1611,2025-04-22 13:05:18.053741,TCP,473,Normal,1.41,File Transfer,13,1,22,4,3,1,1
1612,1612,2025-04-22 01:54:34.053741,TCP,579,Reconnaissance,9.05,Exploit Attempt,1,1,22,4,5,0,1
1613,1613,2025-04-21 17:51:11.053741,ICMP,6997,Normal,0.13,Port Scan,17,0,21,4,3,4,0
1614,1614,2025-04-22 01:55:36.053741,TCP,764,Normal,1.44,File Transfer,1,1,22,4,3,1,1
1615,1615,2025-04-22 01:56:07.053741,TCP,6058,Normal,2.65,Exploit Attempt,1,1,22,4,3,0,1
1616,1616,2025-04-22 11:22:14.053741,ICMP,7926,Normal,0.76,Exploit Attempt,11,1,22,4,3,0,0
1617,1617,2025-04-21 14:43:24.053741,ICMP,6601,Normal,0.91,Exploit Attempt,14,0,21,4,3,0,0
1618,1618,2025-04-22 10:03:04.053741,ICMP,7811,Normal,1.43,Exploit Attempt,10,1,22,4,3,0,0
1619,1619,2025-04-22 08:42:56.053741,TCP,6110,Normal,1.01,Normal Activity,8,1,22,4,3,3,1
1620,1620,2025-04-21 20:07:42.053741,ICMP,3426,Normal,0.64,File Transfer,20,0,21,4,3,1,0
1621,1621,2025-04-21 16:31:52.053741,UDP,6956,Normal,1.89,Login,16,0,21,4,3,2,2
1622,1622,2025-04-21 19:41:16.053741,TCP,631,Normal,0.43,Normal Activity,19,0,21,4,3,3,1
1623,1623,2025-04-22 00:12:03.053741,ICMP,7270,Brute Force,6.66,Login,0,1,22,4,0,2,0
1624,1624,2025-04-22 01:33:42.053741,TCP,3985,Normal,0.83,Suspicious Traffic,1,1,22,4,3,5,1
1625,1625,2025-04-21 20:09:12.053741,ICMP,5377,Reconnaissance,6.79,Login,20,0,21,4,5,2,0
1626,1626,2025-04-21 17:26:54.053741,TCP,2190,DDoS,9.41,Port Scan,17,0,21,4,1,4,1
1627,1627,2025-04-22 02:56:33.053741,UDP,4301,Normal,2.38,File Transfer,2,1,22,4,3,1,2
1628,1628,2025-04-22 01:08:34.053741,ICMP,6578,Normal,2.03,Login,1,1,22,4,3,2,0
1629,1629,2025-04-21 23:20:27.053741,TCP,6465,Normal,0.94,Exploit Attempt,23,0,21,4,3,0,1
1630,1630,2025-04-22 15:11:42.053741,TCP,1099,Normal,1.54,Port Scan,15,1,22,4,3,4,1
1631,1631,2025-04-22 15:12:42.053741,UDP,3855,Normal,0.86,Normal Activity,15,1,22,4,3,3,2
