,timestamp,source_ip,destination_ip,protocol,port,attack_type,severity,event_type
2377,2025-04-21 18:37:52.053741,225.88.1.176,45.170.110.23,UDP,145,Malware,7.76,Suspicious Traffic
2378,2025-04-22 05:12:10.053741,171.226.158.92,25.101.179.187,ICMP,2297,Normal,1.73,Exploit Attempt
2379,2025-04-22 09:50:09.053741,156.134.23.9,19.112.94.107,ICMP,3409,Normal,2.47,File Transfer
2380,2025-04-23 01:42:42.053741,67.154.37.58,138.165.91.41,ICMP,2229,Normal,0.42,Suspicious Traffic
2381,2025-04-21 14:00:45.053741,75.160.155.152,181.153.177.199,ICMP,2802,Normal,0.47,Login
2382,2025-04-22 07:52:42.053741,239.227.188.99,207.145.60.70,ICMP,2938,Normal,1.52,Exploit Attempt
2383,2025-04-22 11:51:30.053741,253.174.187.62,106.103.57.157,ICMP,6761,Normal,0.06,File Transfer
2384,2025-04-22 21:08:22.053741,42.44.146.250,22.187.253.255,ICMP,2561,Brute Force,7.73,Login
2385,2025-04-22 03:55:42.053741,136.2.40.127,94.70.178.46,TCP,421,Normal,1.95,Exploit Attempt
2386,2025-04-22 09:14:14.053741,168.242.5.5,47.120.128.1,TCP,6736,Brute Force,9.6,Login
2387,2025-04-21 13:21:16.053741,137.175.22.95,7.63.137.97,UDP,1935,Normal,2.79,Normal Activity
2388,2025-04-21 12:41:30.053741,117.59.123.212,87.66.135.249,UDP,762,Normal,0.56,Exploit Attempt
2389,2025-04-22 03:57:18.053741,44.72.105.62,79.84.14.231,ICMP,3641,Normal,1.27,Port Scan
2390,2025-04-23 01:52:12.053741,32.212.82.212,25.98.70.53,TCP,7424,Normal,2.51,Normal Activity
2391,2025-04-21 15:20:57.053741,46.64.138.97,131.81.186.143,UDP,5970,Reconnaissance,9.88,File Transfer
2392,2025-04-23 03:13:50.053741,164.213.108.209,34.141.45.208,UDP,1615,Normal,0.22,Login
2393,2025-04-22 16:36:41.053741,43.65.131.132,138.98.11.164,UDP,3973,Reconnaissance,9.87,Port Scan
2394,2025-04-22 13:17:54.053741,69.221.91.83,22.52.160.232,UDP,6004,Normal,2.71,Port Scan
2395,2025-04-22 15:18:17.053741,198.63.166.122,14.11.172.59,UDP,4726,Normal,1.94,Login
2396,2025-04-22 12:39:14.053741,152.63.133.52,131.3.125.36,TCP,1079,Normal,0.06,Suspicious Traffic
2397,2025-04-21 18:41:12.053741,113.251.140.88,31.9.45.223,ICMP,633,Normal,0.16,Port Scan
2398,2025-04-21 14:01:36.053741,72.82.15.168,255.241.89.108,TCP,1452,Normal,0.57,Exploit Attempt
2399,2025-04-22 02:41:20.053741,230.75.97.65,222.146.88.120,UDP,4241,Malware,6.27,Normal Activity
2400,2025-04-22 15:21:42.053741,244.208.15.158,104.247.117.70,TCP,5566,Normal,0.84,File Transfer
2401,2025-04-22 15:22:23.053741,27.22.62.103,103.171.197.89,UDP,5778,Phishing,9.23,Normal Activity
2402,2025-04-22 01:22:22.053741,117.246.146.29,127.26.87.71,TCP,665,Normal,2.34,Normal Activity
2403,2025-04-21 14:41:54.053741,206.150.224.123,185.58.21.148,TCP,2894,Normal,0.59,File Transfer
2404,2025-04-21 13:21:50.053741,159.15.224.186,102.232.248.62,ICMP,6337,Normal,2.24,Login
2405,2025-04-22 14:04:57.053741,209.180.21.44,47.10.180.246,UDP,6645,Normal,0.54,Normal Activity
2406,2025-04-22 18:46:18.053741,150.108.247.129,234.91.13.193,TCP,3530,Malware,8.95,Port Scan
2407,2025-04-22 10:45:40.053741,91.202.228.152,247.111.245.179,TCP,3441,Normal,2.67,Suspicious Traffic
2408,2025-04-22 01:24:22.053741,45.202.44.0,65.114.36.62,UDP,5126,Normal,0.75,Suspicious Traffic
2409,2025-04-22 02:45:00.053741,143.94.179.157,181.149.251.11,ICMP,1649,Normal,1.35,Login
2410,2025-04-21 23:24:32.053741,222.22.154.132,226.187.5.214,UDP,2438,DDoS,9.7,Port Scan
2411,2025-04-22 03:25:55.053741,63.70.223.77,121.33.116.1,ICMP,5975,Normal,2.05,Exploit Attempt
2412,2025-04-22 23:32:18.053741,252.16.240.37,121.34.67.101,ICMP,3161,Normal,2.46,Login
2413,2025-04-21 21:24:44.053741,13.49.235.230,188.165.228.181,TCP,6678,Normal,0.92,Normal Activity
2414,2025-04-21 14:02:24.053741,11.179.137.200,217.40.141.190,TCP,5272,Normal,2.89,Port Scan
2415,2025-04-21 15:22:57.053741,139.85.87.168,238.137.108.145,UDP,7741,Normal,2.93,Normal Activity
2416,2025-04-22 09:30:14.053741,164.124.249.252,41.87.205.253,UDP,3622,Normal,2.73,Exploit Attempt
2417,2025-04-22 10:51:20.053741,120.233.182.96,136.21.196.122,UDP,6441,DDoS,8.64,Suspicious Traffic
2418,2025-04-23 04:19:42.053741,73.54.139.171,243.118.214.62,UDP,3094,DDoS,7.05,File Transfer
2419,2025-04-22 12:53:25.053741,3.217.72.196,218.154.103.128,UDP,7264,Normal,2.58,Port Scan
2420,2025-04-22 06:51:02.053741,45.220.224.255,224.76.213.10,TCP,7810,Malware,9.66,Normal Activity
2421,2025-04-22 16:16:24.053741,33.164.192.69,28.9.96.53,ICMP,2797,DDoS,9.25,File Transfer
2422,2025-04-22 15:36:44.053741,94.64.93.72,195.72.189.98,ICMP,884,Normal,0.48,Normal Activity
2423,2025-04-22 07:32:49.053741,8.15.253.94,25.127.39.20,UDP,746,Normal,2.48,Port Scan
2424,2025-04-21 22:48:06.053741,142.64.40.144,222.71.110.200,TCP,1453,Normal,1.62,Port Scan
2425,2025-04-22 04:11:42.053741,90.184.54.166,22.233.252.77,UDP,5721,Phishing,8.5,File Transfer
2426,2025-04-21 23:29:04.053741,238.110.28.213,17.247.139.145,ICMP,4146,DDoS,6.16,Normal Activity
2427,2025-04-21 14:43:30.053741,125.179.86.87,148.17.249.205,ICMP,1713,Normal,1.03,Port Scan
2428,2025-04-22 04:53:22.053741,156.104.34.43,75.198.2.185,ICMP,7250,Normal,2.1,Port Scan
2429,2025-04-22 03:32:49.053741,246.185.144.139,144.68.241.239,UDP,4789,Normal,1.98,Exploit Attempt
2430,2025-04-21 22:09:12.053741,21.177.139.142,150.156.228.247,TCP,2100,Normal,2.18,Exploit Attempt
2431,2025-04-22 18:24:57.053741,185.109.116.53,229.127.63.112,TCP,3834,Normal,0.66,Normal Activity
2432,2025-04-21 16:04:54.053741,144.228.48.11,212.203.213.109,ICMP,7186,Normal,2.06,Login
2433,2025-04-21 16:45:33.053741,137.114.144.67,181.191.34.247,ICMP,634,Normal,0.62,Suspicious Traffic
2434,2025-04-22 07:38:08.053741,251.41.158.244,133.103.225.62,TCP,3027,Normal,2.09,Suspicious Traffic
2435,2025-04-23 03:56:07.053741,0.231.141.113,253.0.31.137,ICMP,4507,Normal,2.19,Login
2436,2025-04-23 01:14:42.053741,81.61.105.218,136.248.98.115,UDP,2349,Malware,8.66,Suspicious Traffic
2437,2025-04-22 18:29:27.053741,160.151.191.193,32.211.247.180,TCP,1622,Malware,6.2,Login
2438,2025-04-22 07:40:04.053741,252.140.32.118,79.221.6.113,TCP,6233,Normal,0.93,File Transfer
2439,2025-04-22 19:52:15.053741,40.175.168.30,225.155.197.155,TCP,500,Normal,0.1,Exploit Attempt
2440,2025-04-21 21:31:02.053741,25.116.2.201,204.47.179.137,UDP,508,Normal,0.71,File Transfer
2441,2025-04-22 14:28:21.053741,68.129.248.159,67.190.69.198,ICMP,1303,Normal,2.52,Suspicious Traffic
2442,2025-04-22 07:01:18.053741,69.228.203.20,51.243.208.192,UDP,7203,Normal,1.87,Normal Activity
2443,2025-04-22 16:31:48.053741,214.181.76.35,103.5.249.166,TCP,2463,Normal,0.09,Login
2444,2025-04-21 16:46:50.053741,175.89.197.181,75.76.113.61,UDP,2234,Normal,0.38,Login
2445,2025-04-22 05:00:27.053741,165.198.70.75,146.50.19.155,ICMP,5610,Normal,2.57,Exploit Attempt
2446,2025-04-23 00:02:20.053741,72.187.158.158,202.92.127.86,UDP,1882,Normal,2.9,Normal Activity
2447,2025-04-21 16:47:11.053741,18.13.149.249,137.143.149.102,ICMP,4512,Reconnaissance,6.15,Normal Activity
2448,2025-04-23 04:49:42.053741,253.155.162.234,108.122.175.183,TCP,6173,Normal,1.88,File Transfer
2449,2025-04-21 20:11:30.053741,69.158.83.68,165.199.32.192,TCP,117,Reconnaissance,7.25,Login
2450,2025-04-21 14:04:12.053741,23.36.254.199,8.6.76.120,TCP,899,Normal,2.84,Exploit Attempt
2451,2025-04-22 11:10:36.053741,69.27.18.167,83.16.222.113,UDP,58,DDoS,9.36,Login
2452,2025-04-21 16:47:46.053741,254.250.205.201,207.211.94.79,UDP,4447,Normal,2.62,Exploit Attempt
2453,2025-04-21 22:14:57.053741,20.8.144.4,168.101.168.172,UDP,3536,Normal,2.06,Suspicious Traffic
2454,2025-04-22 16:39:30.053741,217.255.32.147,104.94.85.22,UDP,7988,Reconnaissance,9.73,Login
2455,2025-04-22 11:12:52.053741,11.28.183.221,176.101.186.32,ICMP,5833,DDoS,6.77,Normal Activity
2456,2025-04-22 18:02:46.053741,206.103.207.233,106.57.254.234,TCP,4573,Normal,1.79,Normal Activity
2457,2025-04-22 02:21:39.053741,141.203.0.233,50.173.242.127,TCP,1630,Normal,0.33,Normal Activity
2458,2025-04-22 06:27:48.053741,134.138.86.108,110.57.92.188,TCP,6192,DDoS,6.63,Login
2459,2025-04-23 05:00:42.053741,85.84.103.122,209.234.60.64,TCP,7674,Normal,1.73,Login
2460,2025-04-21 13:23:42.053741,108.177.215.41,9.91.109.60,ICMP,527,Normal,2.48,Login
2461,2025-04-22 06:29:09.053741,189.130.196.44,33.3.216.240,UDP,6036,Normal,0.14,File Transfer
2462,2025-04-23 04:22:40.053741,233.89.181.22,153.103.54.249,ICMP,3132,Normal,2.27,Suspicious Traffic
2463,2025-04-22 08:33:12.053741,123.255.140.138,96.184.154.186,UDP,2491,Malware,9.63,File Transfer
2464,2025-04-22 21:33:58.053741,217.72.151.20,246.116.235.163,UDP,7270,Normal,1.06,Normal Activity
2465,2025-04-21 15:27:07.053741,217.207.198.177,65.0.228.110,TCP,2806,Normal,0.06,Exploit Attempt
2466,2025-04-22 19:32:18.053741,114.63.201.39,139.152.115.224,ICMP,6043,Normal,2.31,Login
2467,2025-04-22 12:00:47.053741,196.132.186.117,165.162.165.217,TCP,2175,Normal,1.22,File Transfer
2468,2025-04-21 12:42:50.053741,72.134.191.190,204.147.13.184,UDP,5934,DDoS,6.59,File Transfer
2469,2025-04-23 02:26:06.053741,41.45.62.47,81.153.103.209,UDP,818,DDoS,8.6,Login
2470,2025-04-23 00:23:32.053741,224.34.159.28,73.128.252.201,ICMP,1660,Normal,1.71,Exploit Attempt
2471,2025-04-22 16:10:13.053741,245.197.131.241,20.42.247.153,ICMP,553,Malware,8.96,Port Scan
2472,2025-04-21 23:00:54.053741,213.175.200.226,200.254.167.59,ICMP,1645,Normal,1.61,Login
2473,2025-04-21 21:38:44.053741,81.11.200.238,64.244.34.219,ICMP,373,Normal,0.51,File Transfer
2474,2025-04-21 18:54:02.053741,224.29.177.217,31.158.141.94,ICMP,4194,DDoS,9.02,Normal Activity
2475,2025-04-22 17:35:27.053741,234.67.210.91,95.211.104.154,UDP,7754,Normal,1.43,Normal Activity
2476,2025-04-22 05:13:22.053741,1.183.74.250,202.27.97.164,ICMP,93,Normal,0.95,Exploit Attempt
2477,2025-04-22 14:10:28.053741,136.119.127.174,125.35.195.52,ICMP,6959,Normal,2.22,Login
2478,2025-04-22 00:25:06.053741,150.207.143.195,89.16.181.192,UDP,3493,Normal,1.8,Port Scan
2479,2025-04-21 22:21:27.053741,32.72.53.238,160.36.193.147,TCP,6911,Reconnaissance,7.81,Port Scan
2480,2025-04-23 01:13:42.053741,142.188.211.64,213.128.165.147,TCP,1253,Normal,2.0,Port Scan
2481,2025-04-22 03:11:24.053741,88.108.188.152,162.173.74.0,ICMP,1309,Normal,1.44,Suspicious Traffic
2482,2025-04-21 20:18:06.053741,131.108.205.159,187.200.240.29,ICMP,6417,Normal,0.13,Suspicious Traffic
2483,2025-04-22 04:34:54.053741,31.100.236.194,248.179.92.71,TCP,1541,Normal,1.06,Port Scan
2484,2025-04-21 23:45:30.053741,105.217.3.232,22.150.57.175,UDP,1615,Brute Force,6.58,Exploit Attempt
2485,2025-04-21 21:41:32.053741,27.194.141.19,98.11.112.246,TCP,3918,Phishing,7.11,Normal Activity
2486,2025-04-23 03:23:24.053741,236.104.226.200,152.215.208.197,UDP,5840,Normal,0.14,Login
2487,2025-04-22 17:44:03.053741,77.186.141.97,159.115.216.53,UDP,6202,Normal,0.68,File Transfer
2488,2025-04-22 23:16:30.053741,127.52.197.155,103.212.180.181,UDP,5061,Normal,1.3,Normal Activity
2489,2025-04-22 09:27:41.053741,7.162.231.165,174.86.46.83,UDP,4391,Normal,2.29,Exploit Attempt
2490,2025-04-22 10:09:42.053741,85.171.228.115,194.160.9.167,UDP,2767,Normal,1.7,Suspicious Traffic
2491,2025-04-22 10:10:14.053741,159.162.196.216,29.72.149.23,ICMP,3732,Normal,2.23,Port Scan
2492,2025-04-22 01:10:50.053741,128.89.51.133,65.101.8.77,UDP,5017,Normal,0.47,Suspicious Traffic
2493,2025-04-22 10:52:51.053741,94.40.255.118,21.56.57.44,UDP,7389,Normal,2.39,Exploit Attempt
2494,2025-04-22 20:35:20.053741,38.254.188.107,17.58.155.44,ICMP,1308,Normal,2.32,File Transfer
2495,2025-04-22 08:07:37.053741,184.208.72.39,193.31.169.94,UDP,6411,DDoS,6.54,Port Scan
2496,2025-04-21 15:29:42.053741,244.19.9.151,68.41.198.246,TCP,5126,Normal,1.98,Exploit Attempt
2497,2025-04-22 12:18:17.053741,57.167.2.18,164.127.249.205,UDP,1351,Normal,2.89,Port Scan
2498,2025-04-23 04:16:26.053741,222.140.171.66,91.66.121.145,UDP,2661,Normal,1.03,Normal Activity
2499,2025-04-23 04:17:24.053741,15.135.122.174,55.54.93.215,TCP,1858,Normal,2.98,Normal Activity
2500,2025-04-21 21:45:02.053741,102.81.205.237,67.163.18.227,UDP,848,Brute Force,7.27,Exploit Attempt
2501,2025-04-23 04:19:20.053741,152.29.231.65,141.48.218.109,ICMP,4729,Malware,8.84,Suspicious Traffic
2502,2025-04-22 21:23:18.053741,14.179.166.123,230.26.216.48,UDP,3548,DDoS,6.39,Login
2503,2025-04-22 13:03:30.053741,127.178.36.214,83.80.217.158,ICMP,1774,Normal,2.12,Normal Activity
2504,2025-04-21 21:45:58.053741,16.56.3.255,221.30.232.9,TCP,3635,Normal,2.0,Port Scan
2505,2025-04-22 09:35:57.053741,10.81.116.19,74.7.34.24,ICMP,5655,Normal,1.12,Port Scan
2506,2025-04-22 04:02:20.053741,182.110.198.255,2.105.186.45,TCP,6805,Normal,1.81,Login
2507,2025-04-22 22:09:05.053741,212.186.94.227,76.113.105.240,ICMP,4303,Brute Force,8.17,Normal Activity
2508,2025-04-21 21:05:06.053741,179.181.214.183,68.70.39.112,TCP,1028,Phishing,6.47,Exploit Attempt
2509,2025-04-22 16:36:11.053741,224.45.62.191,228.89.212.67,UDP,1988,Normal,1.38,Exploit Attempt
2510,2025-04-22 22:11:32.053741,55.246.68.194,125.188.13.219,TCP,4718,Normal,0.86,File Transfer
2511,2025-04-22 13:50:09.053741,219.36.219.45,232.27.100.41,TCP,6924,Normal,1.17,Exploit Attempt
2512,2025-04-21 21:05:58.053741,196.5.170.175,66.62.186.248,ICMP,6401,Brute Force,8.9,Port Scan
2513,2025-04-22 18:44:34.053741,217.137.45.233,2.154.62.36,ICMP,240,Normal,0.99,Login
2514,2025-04-22 20:09:06.053741,105.174.226.154,246.245.215.232,UDP,1874,Normal,1.91,Port Scan
2515,2025-04-22 02:41:57.053741,222.244.235.156,120.29.208.30,ICMP,4920,Malware,7.25,Login
2516,2025-04-22 23:40:18.053741,48.213.95.2,185.237.61.190,TCP,524,Malware,9.43,File Transfer
2517,2025-04-21 20:25:06.053741,203.53.78.15,39.209.83.131,UDP,5679,Brute Force,8.38,File Transfer
2518,2025-04-22 05:30:52.053741,18.62.249.90,80.109.213.240,ICMP,3522,Normal,0.2,File Transfer
2519,2025-04-22 10:25:10.053741,87.14.202.34,75.145.246.177,ICMP,1456,Normal,1.34,Login
2520,2025-04-22 20:13:42.053741,46.138.13.191,59.5.218.187,UDP,3694,Normal,0.72,Normal Activity
2521,2025-04-22 14:38:20.053741,26.11.0.119,235.215.123.87,ICMP,6793,Normal,1.86,Exploit Attempt
2522,2025-04-21 19:44:04.053741,150.187.162.215,47.180.251.20,ICMP,3853,Normal,0.07,File Transfer
2523,2025-04-23 02:34:27.053741,131.214.181.121,234.138.127.88,UDP,2245,Normal,2.93,File Transfer
2524,2025-04-22 10:27:50.053741,83.171.122.61,78.13.181.104,TCP,4939,Normal,1.44,Normal Activity
2525,2025-04-21 13:25:52.053741,154.82.181.25,72.137.102.181,TCP,6766,Malware,9.08,Exploit Attempt
2526,2025-04-23 04:01:24.053741,198.188.215.170,205.131.167.144,UDP,6710,Brute Force,7.71,Port Scan
2527,2025-04-23 04:44:28.053741,181.71.100.49,88.126.62.194,TCP,2404,Normal,2.33,Suspicious Traffic
2528,2025-04-22 09:05:42.053741,78.170.229.213,232.176.85.75,UDP,4366,Normal,0.42,Exploit Attempt
2529,2025-04-22 09:48:21.053741,187.213.79.177,60.204.172.158,UDP,6134,Normal,2.44,Port Scan
2530,2025-04-22 20:21:22.053741,207.185.234.48,142.174.150.238,ICMP,4462,Normal,1.4,Login
2531,2025-04-22 09:49:23.053741,21.80.52.188,61.82.175.1,ICMP,4950,Normal,1.78,Normal Activity
2532,2025-04-21 18:21:30.053741,248.88.29.247,243.64.35.234,UDP,807,Normal,1.07,Suspicious Traffic
2533,2025-04-21 21:10:31.053741,27.222.125.125,210.149.51.129,UDP,1624,Normal,0.11,Normal Activity
2534,2025-04-22 09:08:42.053741,111.40.240.125,113.31.117.22,ICMP,1653,Brute Force,8.29,Suspicious Traffic
2535,2025-04-22 03:31:12.053741,254.146.9.229,137.182.238.251,ICMP,2614,Normal,2.52,Suspicious Traffic
2536,2025-04-22 03:31:34.053741,226.6.192.213,138.177.215.93,UDP,4968,Normal,2.64,File Transfer
2537,2025-04-22 16:13:02.053741,154.160.122.109,252.198.139.110,TCP,5788,Normal,1.58,Login
2538,2025-04-22 00:00:48.053741,108.128.27.127,21.98.49.172,ICMP,253,Reconnaissance,8.53,Suspicious Traffic
2539,2025-04-22 04:57:18.053741,148.125.54.87,202.140.26.51,TCP,500,Normal,1.29,Port Scan
2540,2025-04-22 11:18:42.053741,108.255.253.80,203.105.13.150,TCP,2850,Reconnaissance,6.95,Exploit Attempt
2541,2025-04-21 17:40:30.053741,160.21.193.8,163.245.242.198,TCP,6374,Normal,0.23,File Transfer
2542,2025-04-22 06:23:14.053741,164.231.123.221,41.153.194.86,TCP,4516,Malware,7.1,File Transfer
2543,2025-04-22 21:56:06.053741,69.168.57.208,251.91.206.67,TCP,4537,Normal,1.2,Port Scan
2544,2025-04-21 19:05:42.053741,0.173.134.13,214.197.78.39,UDP,3212,Malware,7.23,Exploit Attempt
2545,2025-04-22 07:49:22.053741,250.241.212.239,177.245.161.28,ICMP,4072,Brute Force,6.13,Port Scan
2546,2025-04-22 01:27:56.053741,66.46.30.92,114.84.209.188,ICMP,3652,Normal,2.15,Normal Activity
2547,2025-04-23 00:49:06.053741,137.219.18.218,151.249.73.182,ICMP,2752,Normal,2.5,Suspicious Traffic
2548,2025-04-21 12:44:10.053741,247.156.28.189,153.46.60.129,ICMP,2402,Normal,0.28,Login
2549,2025-04-22 00:03:55.053741,250.176.186.161,197.220.79.52,TCP,7102,Brute Force,7.08,Normal Activity
2550,2025-04-21 23:21:42.053741,12.108.128.60,201.233.142.7,ICMP,3407,Normal,0.43,Port Scan
2551,2025-04-22 05:44:37.053741,102.17.219.13,166.244.9.90,ICMP,7755,Normal,2.38,Normal Activity
2552,2025-04-22 22:03:18.053741,148.214.103.55,127.154.133.197,UDP,2780,Normal,2.51,Login
2553,2025-04-23 03:01:57.053741,32.178.196.6,191.211.117.89,UDP,5168,Normal,2.06,Port Scan
2554,2025-04-22 02:13:02.053741,203.164.64.254,156.206.67.63,ICMP,2612,Normal,0.65,Login
2555,2025-04-21 21:15:17.053741,212.142.27.142,206.128.194.188,TCP,6191,Normal,2.31,Suspicious Traffic
2556,2025-04-22 20:41:18.053741,157.180.127.224,198.203.124.169,TCP,210,Normal,2.7,Normal Activity
2557,2025-04-22 04:21:53.053741,35.62.19.70,238.0.169.135,UDP,2347,Normal,1.72,Suspicious Traffic
2558,2025-04-22 09:20:42.053741,233.140.129.127,189.66.144.75,ICMP,2033,Malware,8.99,Suspicious Traffic
2559,2025-04-22 02:57:21.053741,31.183.78.59,236.36.119.230,ICMP,1333,Normal,1.83,File Transfer
2560,2025-04-23 04:33:42.053741,206.177.130.240,166.174.13.96,ICMP,3956,Normal,0.47,Exploit Attempt
2561,2025-04-23 04:34:39.053741,17.23.173.70,146.187.122.70,TCP,2931,Phishing,9.1,Exploit Attempt
2562,2025-04-22 07:57:18.053741,168.35.222.130,240.232.83.168,TCP,3994,Normal,1.27,Suspicious Traffic
2563,2025-04-22 03:41:28.053741,141.149.138.93,39.221.63.251,UDP,6646,Normal,1.81,Port Scan
2564,2025-04-21 19:51:46.053741,32.181.87.27,53.155.139.119,ICMP,4110,Normal,1.02,Normal Activity
2565,2025-04-23 00:21:57.053741,61.137.36.247,49.73.168.167,TCP,2966,Normal,1.61,File Transfer
2566,2025-04-22 09:24:42.053741,62.220.181.200,159.242.202.150,TCP,3261,Normal,2.13,Login
2567,2025-04-23 01:06:26.053741,111.80.206.249,160.254.82.96,TCP,5217,Normal,2.32,Port Scan
2568,2025-04-23 01:07:18.053741,221.145.161.56,149.5.75.208,TCP,1132,Normal,2.99,Exploit Attempt
2569,2025-04-22 20:51:16.053741,196.221.148.192,106.123.58.155,TCP,6239,DDoS,6.61,Suspicious Traffic
2570,2025-04-21 16:18:42.053741,85.2.186.161,102.220.97.143,UDP,5777,Brute Force,6.74,File Transfer
2571,2025-04-22 20:52:48.053741,25.85.33.9,96.179.110.164,ICMP,7113,Normal,0.34,Login
2572,2025-04-21 21:18:58.053741,68.192.228.199,191.161.255.44,UDP,4868,Normal,0.98,Normal Activity
2573,2025-04-22 14:28:23.053741,109.123.123.219,119.229.213.218,TCP,7511,Phishing,9.56,Login
2574,2025-04-21 17:44:54.053741,113.33.120.10,83.234.37.158,TCP,59,Normal,0.99,Port Scan
2575,2025-04-22 21:38:47.053741,28.102.152.7,164.215.192.0,TCP,3682,Normal,1.96,Exploit Attempt
2576,2025-04-22 16:39:02.053741,56.162.36.67,132.52.181.202,TCP,7950,DDoS,7.02,Normal Activity
2577,2025-04-22 10:56:06.053741,136.251.93.31,170.255.86.200,UDP,2739,Normal,2.03,Suspicious Traffic
2578,2025-04-22 03:46:58.053741,57.11.56.167,224.162.210.130,TCP,6984,Phishing,8.98,Suspicious Traffic
2579,2025-04-21 14:10:39.053741,51.166.57.20,215.255.81.172,ICMP,3635,Normal,0.21,Suspicious Traffic
2580,2025-04-21 17:45:42.053741,20.198.74.136,188.70.136.96,TCP,3677,Phishing,6.59,Exploit Attempt
2581,2025-04-21 12:44:43.053741,188.62.21.100,101.239.109.211,ICMP,2928,Normal,1.29,Suspicious Traffic
2582,2025-04-23 04:54:36.053741,150.174.42.156,171.118.200.180,UDP,714,Reconnaissance,7.09,Exploit Attempt
2583,2025-04-22 18:09:48.053741,173.8.115.43,193.157.244.177,TCP,7732,DDoS,8.47,Normal Activity
2584,2025-04-21 14:53:58.053741,185.120.122.169,37.212.170.202,UDP,3437,Normal,0.36,Normal Activity
2585,2025-04-22 03:49:32.053741,95.242.173.247,134.211.200.123,TCP,3657,Normal,2.9,Exploit Attempt
2586,2025-04-22 01:40:36.053741,38.241.217.184,193.150.107.174,TCP,5618,Normal,2.12,Normal Activity
2587,2025-04-21 23:31:34.053741,87.190.65.163,146.4.147.234,TCP,4743,Normal,0.18,Exploit Attempt
2588,2025-04-22 13:11:22.053741,252.241.91.166,244.158.175.37,TCP,1355,Normal,2.77,Normal Activity
2589,2025-04-22 00:15:15.053741,115.236.94.234,214.127.197.134,UDP,533,Normal,2.29,Suspicious Traffic
2590,2025-04-22 17:31:32.053741,255.231.196.187,162.39.182.57,ICMP,1933,Brute Force,8.48,Suspicious Traffic
2591,2025-04-22 18:58:35.053741,123.177.110.185,43.98.193.190,ICMP,1831,Normal,1.45,Normal Activity
2592,2025-04-22 23:18:30.053741,93.22.84.182,11.66.124.200,TCP,516,DDoS,7.41,Port Scan
2593,2025-04-21 14:54:34.053741,56.236.216.140,218.121.81.72,UDP,7579,Normal,0.29,Exploit Attempt
2594,2025-04-22 07:29:00.053741,94.175.248.196,168.223.90.157,ICMP,687,Brute Force,9.31,Port Scan
2595,2025-04-21 17:47:42.053741,11.168.112.166,69.44.64.116,TCP,4108,Reconnaissance,8.39,Login
2596,2025-04-23 03:41:22.053741,52.209.103.200,253.74.206.144,ICMP,8031,Normal,1.39,Normal Activity
2597,2025-04-21 18:31:15.053741,235.185.88.183,51.32.181.192,TCP,1886,Normal,1.59,Login
2598,2025-04-21 22:07:54.053741,6.209.236.184,112.175.225.30,UDP,3914,Normal,2.64,Normal Activity
2599,2025-04-21 22:08:08.053741,216.243.194.208,160.241.7.186,TCP,2232,Normal,0.79,Exploit Attempt
2600,2025-04-22 21:58:22.053741,190.89.209.41,117.59.195.214,TCP,4330,Normal,1.28,Normal Activity
2601,2025-04-22 16:12:21.053741,93.225.180.5,152.16.122.7,TCP,7413,Normal,2.21,Exploit Attempt
2602,2025-04-21 19:58:44.053741,131.58.134.215,34.15.185.179,TCP,7456,Normal,0.53,File Transfer
2603,2025-04-21 22:52:27.053741,169.202.139.20,44.50.104.211,TCP,5705,Normal,2.08,File Transfer
2604,2025-04-22 01:02:54.053741,65.117.136.190,55.191.196.80,UDP,5513,Normal,2.35,Port Scan
2605,2025-04-22 11:11:02.053741,111.95.36.116,207.249.240.160,ICMP,2354,Normal,0.09,Login
2606,2025-04-22 19:09:20.053741,177.228.117.18,31.191.209.57,ICMP,2297,Brute Force,7.28,Normal Activity
2607,2025-04-21 19:59:39.053741,235.119.251.0,165.107.72.187,UDP,7479,DDoS,7.02,Normal Activity
2608,2025-04-22 05:24:54.053741,112.189.246.25,59.219.222.197,UDP,4053,Phishing,7.81,Normal Activity
2609,2025-04-23 06:03:44.053741,151.55.206.166,154.228.174.127,TCP,90,Normal,1.0,Normal Activity
2610,2025-04-21 20:43:42.053741,15.149.135.116,84.64.193.18,ICMP,6918,Normal,0.11,Normal Activity
2611,2025-04-22 22:06:59.053741,187.46.246.57,244.63.107.143,ICMP,7520,Normal,1.22,Suspicious Traffic
2612,2025-04-22 03:59:26.053741,195.173.194.123,141.235.134.229,ICMP,7049,Phishing,9.77,Normal Activity
2613,2025-04-22 14:53:03.053741,69.7.147.36,162.234.21.144,UDP,5692,Reconnaissance,8.66,Normal Activity
2614,2025-04-21 15:39:32.053741,36.211.142.165,176.31.14.95,ICMP,1628,Normal,1.43,Suspicious Traffic
2615,2025-04-22 22:53:42.053741,177.209.193.83,144.229.77.194,UDP,7993,Normal,1.82,File Transfer
2616,2025-04-23 03:59:42.053741,97.132.213.13,203.91.103.84,UDP,2040,Normal,1.22,Login
2617,2025-04-22 17:49:59.053741,160.233.99.173,10.136.220.60,UDP,7352,Normal,2.07,Login
2618,2025-04-23 01:50:38.053741,84.107.142.27,91.196.124.117,TCP,722,Normal,1.29,Login
2619,2025-04-21 20:45:30.053741,121.26.248.65,77.214.218.119,TCP,43,Normal,0.08,Normal Activity
